,/isin/CH0012221716,/isin/CH0012138605,/isin/CH0432492467,/isin/AT0000A18XM4,/isin/CH0127480363,/isin/CH1176493729,/isin/CH0531751755,/isin/CH0009002962,/isin/CH0315966322,/isin/CH0002432174,/isin/CH0225173167,/isin/CH0010570767,/isin/CH0210483332,/isin/CH0012142631,/isin/CH0360826991,/isin/CH0012138530,/isin/CH1169151003,/isin/CH0030170408,/isin/CH0010645932,/isin/CH0466642201
2020-12-29,22.7861,53.76,58.31,19.45,160.92,77.218,88.53,2001.80,226.79,391.58,97.09,8288.18,76.03,18.022,186.87,10.5786,55.36,527.031,3587.96,83.70
2020-12-30,22.6581,53.94,58.65,19.40,161.42,77.316,88.71,2026.82,232.03,397.16,98.47,8385.80,76.31,17.942,190.40,10.5232,55.84,533.557,3606.30,83.84
2021-01-04,22.5850,53.35,58.59,19.36,159.74,77.907,88.44,2024.89,227.27,390.04,98.01,8424.85,75.91,17.730,194.32,10.5186,55.36,531.829,3600.51,85.21
2021-01-05,22.9232,53.35,58.15,20.02,158.75,80.665,89.17,2021.04,230.13,396.97,97.00,8459.02,76.96,17.598,192.16,10.5186,55.80,541.234,3672.91,83.52
2021-01-06,23.1608,53.24,58.17,20.47,159.04,80.468,87.98,2024.93,232.51,393.89,96.55,8429.74,75.95,17.362,193.14,10.6478,55.80,537.587,3620.78,83.79
2021-01-07,24.0474,54.12,57.37,20.83,157.76,80.271,89.54,2013.26,232.99,395.62,95.63,8341.87,75.52,17.843,191.18,11.2383,56.23,544.880,3590.86,86.39
2021-01-08,24.2576,54.59,59.48,21.13,163.59,80.468,89.36,2007.43,230.13,404.28,93.44,8302.83,78.42,18.276,195.10,11.5843,57.20,553.709,3573.48,87.17
2021-01-11,24.4404,54.41,60.68,21.38,163.89,78.400,89.08,2003.54,231.08,405.05,93.07,8322.35,78.68,18.323,199.52,11.1645,56.91,558.507,3559.00,86.26
2021-01-12,24.4222,54.29,59.84,20.60,161.71,77.119,87.98,2009.37,226.79,409.85,94.17,8268.66,79.35,18.140,199.03,11.2383,56.48,561.578,3611.13,86.03
2021-01-13,24.5776,54.16,59.50,21.19,169.62,77.513,88.71,1991.87,231.56,420.24,95.08,8156.39,79.88,18.300,201.48,11.5335,57.64,570.215,3535.84,87.03
2021-01-14,24.6598,53.91,61.11,21.59,171.01,77.316,87.89,1986.03,228.22,420.05,95.17,8268.66,78.55,18.309,200.50,11.4182,57.35,574.245,3572.52,86.30
2021-01-15,24.8152,54.23,61.69,21.91,166.16,76.528,88.16,1986.03,234.42,413.32,94.72,8224.73,79.00,18.517,205.89,11.4505,57.50,542.385,3523.29,87.53
2021-01-18,23.9834,53.20,62.07,21.83,153.02,75.051,86.69,1986.03,233.46,408.89,93.07,8234.49,78.02,18.206,200.99,11.3951,56.38,536.628,3424.83,86.48
2021-01-19,23.9560,53.75,63.27,22.14,152.42,74.460,86.60,1976.31,238.23,410.82,93.71,8327.23,81.20,18.394,204.42,11.3951,56.67,534.516,3420.00,86.62
2021-01-20,23.9377,53.06,64.52,22.02,146.29,73.672,84.86,1952.96,236.32,411.01,92.89,7883.05,79.19,18.144,203.44,11.2290,55.60,534.900,3430.62,86.17
2021-01-21,24.1023,53.11,64.92,22.06,149.56,72.392,85.68,1951.02,236.32,410.82,92.98,7756.14,81.41,18.460,205.40,11.3075,55.46,531.062,3422.90,86.03
2021-01-22,24.2485,54.02,64.26,21.39,154.10,71.899,86.69,1956.85,236.80,416.20,93.35,7839.12,81.00,18.498,203.44,11.2890,56.43,535.092,3473.09,85.30
2021-01-25,24.4130,52.59,65.18,21.70,155.19,72.195,87.06,1970.47,232.51,421.59,92.34,7819.59,81.01,18.338,198.54,11.2383,55.94,534.516,3479.85,84.30
2021-01-26,24.3033,51.40,66.13,20.46,147.28,69.831,85.78,1978.25,231.08,420.63,90.42,7761.02,78.55,17.791,193.73,11.0722,54.73,527.991,3551.28,82.33
2021-01-27,24.4770,51.76,65.97,21.85,158.45,70.914,87.25,1999.65,235.37,424.47,91.61,7853.76,79.36,18.064,200.99,11.0722,55.31,528.567,3597.62,83.20
2021-01-28,24.3216,51.36,66.37,21.99,154.00,70.914,86.60,1972.41,230.60,417.93,89.78,7775.66,78.45,17.937,201.97,10.8830,53.47,526.647,3589.89,82.74
2021-01-29,24.3856,50.41,65.38,22.60,156.08,71.111,87.89,1987.98,233.46,407.35,91.11,7712.21,79.76,18.140,203.44,11.0722,54.29,531.446,3598.58,82.88
2021-02-01,24.0748,50.35,63.72,22.36,158.25,70.225,86.79,1924.76,232.99,406.01,88.77,7546.25,78.57,17.862,200.01,10.8461,54.19,523.577,3471.16,81.47
2021-02-02,24.4222,51.17,64.82,21.77,157.36,72.195,88.62,1923.79,230.13,416.97,90.60,7648.75,78.53,18.083,202.95,10.8830,54.78,531.254,3526.18,83.38
2021-02-03,24.9157,51.27,66.23,22.40,162.41,72.293,88.71,1952.96,231.08,417.16,91.79,7765.90,80.16,18.323,208.83,11.1506,55.89,532.597,3471.16,84.89
2021-02-04,25.0985,50.86,66.77,22.31,167.84,73.376,89.27,1962.69,241.56,428.13,92.61,7780.54,79.65,18.050,213.24,11.1506,55.89,530.870,3445.10,85.71
2021-02-05,23.8463,51.42,68.18,22.45,167.45,72.293,90.55,1974.36,239.18,428.90,92.98,7809.83,80.86,17.867,213.73,11.3767,56.57,532.789,3451.86,86.94
2021-02-08,23.6727,51.47,67.61,23.74,165.27,72.392,90.55,1974.36,234.42,420.24,93.89,7878.17,81.34,17.603,214.22,11.3444,56.48,526.647,3437.38,86.67
2021-02-09,23.8372,52.00,67.29,24.66,164.18,72.096,90.09,1952.96,233.46,424.28,93.62,7858.64,82.55,18.003,216.18,11.3951,57.79,531.446,3478.89,87.62
2021-02-10,23.8463,51.60,66.49,22.92,162.31,72.884,90.18,1962.69,232.99,421.59,93.25,7848.88,83.29,18.088,215.20,11.3490,57.11,530.678,3480.82,87.08
2021-02-11,23.7092,51.53,65.85,22.31,159.93,73.081,90.46,1968.52,230.60,419.28,93.89,7858.64,82.95,18.111,213.73,11.3859,57.16,527.223,3480.82,87.81
2021-02-12,23.6910,52.10,65.99,22.99,160.53,73.672,90.83,1958.80,223.93,419.28,93.71,7868.40,83.54,17.640,219.61,11.3444,57.64,531.446,3491.43,88.31
2021-02-15,23.9469,51.44,66.21,22.63,157.86,74.952,91.29,1966.58,238.23,415.43,91.43,8009.96,83.21,17.523,213.24,11.3721,57.20,534.900,3528.12,87.81
2021-02-16,24.0566,52.36,66.35,22.55,158.25,74.558,92.76,1960.74,241.09,417.55,92.07,7990.43,84.26,17.989,210.79,11.7042,57.30,538.931,3500.12,89.22
2021-02-17,24.3125,52.30,65.60,22.60,159.54,74.558,93.12,1944.21,242.52,418.32,91.29,8009.96,84.45,18.154,214.71,11.7919,57.59,534.133,3475.99,89.63
2021-02-18,24.0017,51.56,64.72,21.85,157.56,73.278,91.01,1935.46,247.28,412.35,89.14,8009.96,83.10,18.050,215.69,11.7181,56.62,529.526,3438.34,88.77
2021-02-19,24.1480,50.95,63.88,21.71,157.96,71.604,91.19,1925.73,254.90,411.97,89.96,7922.10,82.44,18.107,212.75,11.3398,56.04,527.799,3449.93,87.35
2021-02-22,24.7512,51.94,64.20,22.26,163.00,71.013,90.46,1919.90,256.81,424.86,88.23,7863.52,83.91,18.573,220.59,11.6120,57.69,533.173,3441.24,88.26
2021-02-23,24.5319,52.00,64.06,22.24,164.88,70.619,90.37,1907.25,256.81,434.86,88.23,7800.07,83.31,18.319,218.63,11.7919,58.47,527.415,3440.27,89.54
2021-02-24,23.9926,52.19,64.52,21.54,157.36,68.353,89.63,1914.06,244.42,425.63,87.77,7687.80,83.38,18.196,214.71,11.9626,56.72,519.546,3395.87,89.77
2021-02-25,24.4770,53.84,63.90,22.080,159.04,67.959,89.17,1942.26,254.43,431.01,87.77,7648.75,84.73,18.385,212.26,12.2255,57.88,526.839,3398.77,91.50
2021-02-26,24.4496,52.90,63.52,21.730,157.76,68.846,89.54,1980.20,260.62,428.90,86.49,7604.82,83.88,18.163,214.71,12.3178,57.40,524.536,3364.02,92.41
2021-03-01,23.8738,51.47,62.27,21.380,161.02,67.762,87.61,1914.06,254.90,422.16,86.63,7443.74,83.02,17.909,208.83,12.1102,56.77,514.556,3308.03,90.95
2021-03-02,24.4862,52.34,63.50,21.020,162.60,68.353,87.43,1947.13,262.05,431.78,88.59,7595.06,84.56,18.455,216.18,12.3455,58.61,526.839,3351.47,93.33
2021-03-03,24.7786,53.24,63.82,20.080,159.93,67.467,87.43,1976.31,260.15,436.01,88.18,7858.64,84.67,18.573,215.20,12.0272,59.20,534.516,3390.08,94.79
2021-03-04,24.8700,54.65,62.87,20.050,158.75,67.368,87.25,1980.20,262.05,435.24,88.68,7878.17,85.49,18.587,218.63,11.9995,62.89,532.405,3316.72,96.70
2021-03-05,25.0528,55.71,62.69,19.165,162.60,64.414,87.25,1997.70,264.43,432.74,88.18,7941.62,83.31,18.399,211.28,11.9672,62.89,535.668,3344.71,96.88
2021-03-08,24.7329,55.78,62.39,19.035,163.20,63.232,86.14,1993.81,263.48,431.97,87.86,7922.10,81.47,18.455,206.87,11.7642,61.28,532.789,3286.79,96.06
2021-03-09,25.8389,57.51,63.09,19.250,171.89,66.384,87.70,2011.32,261.57,448.71,89.46,7897.69,84.16,18.983,211.28,11.9856,63.86,546.608,3357.26,99.71
2021-03-10,25.9029,58.13,64.02,19.780,174.07,66.384,86.60,2007.43,258.72,451.40,90.60,8009.96,84.71,18.870,213.24,11.9764,63.95,551.790,3371.74,98.89
2021-03-11,25.9668,57.41,64.02,18.870,181.38,67.467,86.14,2040.50,256.81,456.78,91.61,8024.60,84.62,18.926,212.26,11.9072,63.03,545.840,3414.21,98.80
2021-03-12,26.2045,56.70,63.82,19.230,187.81,67.368,87.15,2030.77,262.05,459.67,92.16,8058.77,84.90,18.832,213.24,11.4320,63.03,552.749,3438.34,98.44
2021-03-15,26.0125,57.23,63.52,18.670,189.79,71.801,87.06,2034.66,262.05,456.01,93.53,8039.24,86.66,18.686,210.79,11.1460,62.98,555.628,3397.80,98.98
2021-03-16,25.9577,57.14,63.25,19.210,191.96,70.126,87.15,2046.33,264.91,456.59,94.53,8127.10,85.41,18.361,211.28,11.0307,62.84,554.093,3404.56,97.98
2021-03-17,26.1771,56.81,63.60,19.465,188.80,71.308,88.07,2011.32,277.77,459.48,94.53,8014.84,85.32,18.267,217.16,10.9984,62.74,558.891,3440.27,97.43
2021-03-18,26.1131,56.90,63.46,18.950,194.23,72.195,88.16,1991.87,271.10,460.25,95.91,8000.19,85.17,18.253,219.61,11.0999,62.16,557.740,3434.48,98.07
2021-03-19,26.4604,57.37,63.60,19.165,193.64,74.460,88.99,1997.70,281.11,465.44,96.09,7931.86,87.35,18.013,225.50,11.3813,62.30,554.477,3401.66,98.98
2021-03-22,26.6889,56.58,63.07,18.905,191.76,74.755,88.26,1993.81,281.11,459.09,95.63,7951.38,84.67,17.622,228.44,11.2290,60.51,552.941,3394.91,99.71
2021-03-23,26.7894,57.15,63.38,19.415,187.51,75.642,88.90,2030.77,276.34,462.17,96.55,8083.17,87.21,17.711,228.44,11.1875,60.31,557.164,3435.45,99.26
2021-03-24,26.7712,56.68,64.40,18.390,180.00,76.036,88.44,2048.28,276.82,458.32,95.63,7980.67,86.74,17.678,211.28,11.2290,59.83,561.770,3504.95,99.26
2021-03-25,26.5518,57.19,64.74,18.635,180.59,76.922,88.16,2036.61,278.73,460.63,95.81,8009.96,85.89,17.848,211.77,11.2890,60.36,564.649,3490.47,99.99
2021-03-26,26.3324,57.33,65.14,18.455,167.64,77.021,87.52,2063.84,279.70,450.44,95.45,8107.58,85.00,17.815,208.83,11.3674,60.41,565.800,3512.67,100.44
2021-03-29,26.7712,57.24,64.96,18.675,168.44,78.301,86.97,2077.45,279.70,452.17,94.90,8136.87,85.07,17.876,211.28,11.5058,60.65,570.599,3504.95,101.08
2021-03-30,26.7242,57.14,64.78,18.695,169.92,78.794,86.05,2087.18,279.70,454.28,94.99,8205.20,85.68,17.914,209.32,9.9142,60.75,575.781,3548.18,101.99
2021-03-31,26.7993,58.29,66.31,18.520,174.66,78.597,86.05,2081.35,277.27,463.51,96.09,8112.46,87.76,18.215,211.28,9.6097,61.82,580.579,3555.06,103.09
2021-04-01,26.8369,57.39,65.89,18.840,175.26,79.778,84.67,2077.45,275.80,463.13,95.17,8053.89,86.02,17.956,212.75,9.1364,61.33,577.316,3578.64,101.26
2021-04-06,27.0531,58.38,66.43,19.520,176.94,80.665,85.50,2075.51,279.70,470.82,96.36,8166.15,87.31,18.149,222.56,9.3745,62.01,583.458,3606.16,102.08
2021-04-07,27.4853,58.90,66.53,19.420,179.60,82.733,85.41,2077.45,286.04,479.67,97.55,8190.56,89.79,18.286,230.40,9.3375,63.18,590.943,3628.76,102.91
2021-04-08,27.2128,58.92,65.97,19.580,180.10,79.680,86.33,2096.91,283.60,472.94,98.28,8214.96,88.45,18.215,225.50,9.3053,62.84,589.791,3611.07,103.36
2021-04-09,27.4101,59.59,67.01,19.200,179.31,79.680,86.79,2120.25,288.47,474.09,97.92,8517.60,88.45,17.970,230.89,9.2545,62.45,592.478,3672.97,102.36
2021-04-12,27.7484,59.90,67.31,18.755,176.84,82.635,87.15,2114.41,286.04,483.23,98.47,8522.48,88.37,17.965,235.30,9.0386,63.18,597.660,3736.84,102.54
2021-04-13,27.5605,59.01,68.02,18.590,178.62,81.945,87.25,2104.69,282.14,479.48,97.83,8395.57,87.40,17.852,235.30,9.0700,62.40,593.630,3698.52,102.54
2021-04-14,27.3631,58.81,67.11,19.175,179.70,82.930,87.06,2094.96,287.99,477.75,96.73,8341.87,88.77,18.177,235.30,9.0552,62.79,592.862,3777.13,102.45
2021-04-15,27.5135,60.03,67.21,19.255,178.91,86.673,86.88,2089.13,282.14,473.90,96.18,8400.45,91.71,18.710,237.26,9.0663,62.69,587.680,3778.11,100.90
2021-04-16,28.3780,60.22,67.79,18.835,185.73,87.658,87.25,2096.91,285.55,476.02,95.91,8376.04,91.63,18.973,239.71,9.0441,62.55,588.448,3772.22,100.44
2021-04-19,28.8384,61.10,67.69,18.715,193.15,87.658,87.34,2108.58,283.11,484.67,97.00,8405.33,91.20,19.313,244.61,9.1346,63.13,599.986,3786.96,100.90
2021-04-20,28.6035,61.12,67.27,18.370,190.77,87.953,87.80,2124.14,279.70,485.16,97.37,8488.31,90.76,19.068,243.14,9.0054,62.98,599.986,3827.24,101.35
2021-04-21,27.9363,60.48,67.15,16.000,187.12,88.052,87.89,2104.69,272.88,476.00,95.54,8473.67,87.99,18.705,239.22,8.7009,61.92,594.510,3820.36,99.71
2021-04-22,28.0209,59.17,68.76,16.215,185.63,90.120,86.97,2118.30,276.29,473.66,95.45,8483.43,89.83,18.818,237.26,8.6566,62.30,600.768,3847.88,99.90
2021-04-23,27.9551,60.28,68.96,16.055,187.02,91.597,85.96,2122.19,279.21,478.92,95.54,8380.92,90.17,18.842,242.16,8.4739,62.74,602.528,3833.14,99.99
2021-04-26,28.1431,59.96,69.08,16.030,189.39,92.385,86.60,2137.76,281.65,483.21,95.63,8395.57,90.15,18.983,242.65,8.6640,63.43,608.004,3839.03,100.62
2021-04-27,28.0867,59.54,69.20,15.920,194.73,93.370,86.51,2124.14,278.73,480.68,97.01,8361.40,90.04,19.096,243.44,8.6640,63.97,607.222,3808.57,100.90
2021-04-28,28.3498,59.64,68.88,15.880,194.14,93.173,86.42,2128.03,278.24,477.36,96.06,8419.97,88.81,19.218,246.40,8.8411,64.07,608.004,3807.59,99.35
2021-04-29,28.5283,59.26,69.02,16.105,191.37,91.597,86.42,2003.54,277.75,474.44,97.01,8244.25,89.26,19.124,239.01,8.9814,63.92,605.462,3778.11,99.99
2021-04-30,28.2840,58.79,68.66,16.000,178.52,91.105,86.69,1984.09,282.63,468.60,95.77,8312.59,89.15,18.328,243.44,8.9076,64.21,597.835,3792.85,99.80
2021-05-03,27.8612,57.99,68.20,15.830,174.37,91.948,85.50,1960.74,277.75,466.84,94.11,8268.66,88.77,18.008,230.63,8.8079,62.89,587.079,3757.48,100.17
2021-05-04,28.1243,58.48,68.84,15.995,177.43,91.948,85.60,1958.80,278.73,472.49,93.50,8297.94,89.91,17.796,232.60,8.8799,62.79,591.772,3777.13,101.17
2021-05-05,27.7108,55.49,67.50,16.175,169.03,90.063,84.83,1954.91,283.60,463.73,91.03,8234.49,88.05,17.758,217.82,8.6785,61.32,595.293,3747.65,98.88
2021-05-06,28.7727,55.83,63.62,17.650,176.15,91.055,85.60,1986.03,283.11,476.39,92.03,8283.30,90.13,18.399,221.76,8.7531,62.79,616.022,3834.12,98.69
2021-05-07,28.6975,56.32,62.34,17.815,170.31,89.369,85.50,1997.70,283.60,474.64,92.17,8456.39,89.81,18.352,216.34,8.6729,62.69,618.565,3822.33,99.93
2021-05-10,28.7633,57.33,64.05,18.270,172.39,90.559,84.93,1993.81,284.57,480.29,92.74,8377.26,90.68,18.418,221.27,8.6281,63.72,617.978,3816.43,101.36
2021-05-11,28.5471,57.67,61.86,18.110,170.21,90.361,84.26,1989.92,276.78,475.42,92.60,8312.97,90.51,18.418,214.37,8.5592,63.58,608.982,3823.31,100.69
2021-05-12,28.1807,55.96,61.52,17.735,169.03,89.369,83.30,1958.80,273.85,470.54,92.36,8174.51,89.00,18.135,205.50,8.4491,60.28,596.661,3756.50,98.40
2021-05-14,28.1149,56.23,60.74,17.685,166.06,89.667,83.02,1964.63,278.73,472.10,92.50,8164.62,88.56,18.352,201.06,8.6020,59.84,600.573,3728.98,98.88
2021-05-17,28.8572,57.22,61.74,17.545,167.84,91.155,83.59,1958.80,275.32,483.01,95.11,8189.34,89.43,18.338,205.50,8.6785,60.58,607.222,3760.43,99.64
2021-05-18,28.5941,56.96,61.88,17.245,171.01,92.345,83.30,1960.74,274.34,479.12,95.58,8248.69,89.28,18.323,208.45,8.7494,60.19,606.244,3788.92,99.36
2021-05-19,28.5941,58.04,61.62,16.950,170.91,93.238,81.97,1972.41,278.73,478.14,96.44,8184.40,90.46,18.408,218.31,8.7363,61.02,610.155,3786.96,98.12
2021-05-20,27.7484,56.15,60.92,16.775,167.64,93.138,81.68,1966.58,274.83,465.48,94.78,8278.36,88.62,18.220,218.31,8.6673,60.04,605.657,3799.73,96.30
2021-05-21,28.0303,56.66,61.58,16.850,167.94,95.618,82.92,1964.63,275.32,464.70,97.58,8337.70,89.72,18.234,222.74,8.8706,60.53,617.196,3887.18,96.87
2021-05-25,28.3310,56.98,62.22,16.775,169.82,94.428,80.92,1972.41,273.85,464.70,98.05,8421.77,94.15,18.338,224.72,8.9190,60.97,618.760,3897.01,96.87
2021-05-26,28.3592,57.52,61.76,16.765,170.21,95.519,80.72,1978.25,273.85,472.30,97.29,8397.04,97.22,18.309,227.18,8.9955,62.20,628.147,3943.19,95.92
2021-05-27,28.3310,57.54,62.46,16.740,170.91,95.519,80.15,1987.98,274.34,474.64,96.34,8545.40,100.15,18.314,229.15,8.9507,61.91,628.734,3964.81,95.15
2021-05-28,28.6975,57.88,61.46,17.305,174.17,96.114,80.06,1991.87,275.32,481.85,96.72,8570.13,101.15,18.201,234.08,9.1037,62.99,632.841,3935.33,95.73
2021-05-31,28.8290,58.51,62.66,17.720,174.17,98.098,81.11,1991.87,273.85,479.90,97.20,8397.04,103.61,18.342,238.02,9.1876,63.58,639.294,3954.98,96.59
2021-06-01,28.8196,58.08,62.38,17.710,172.88,97.899,79.77,2001.59,277.27,481.46,96.82,8481.11,103.95,18.328,237.53,9.1372,63.58,636.165,3943.19,95.92
2021-06-02,29.1767,59.34,63.20,18.065,177.83,97.304,80.82,1982.14,277.27,489.54,96.91,8406.93,106.69,18.568,242.46,9.2584,64.66,641.641,3953.02,96.59
2021-06-03,29.4116,58.98,62.74,18.075,176.15,96.511,81.20,1997.70,276.29,489.05,97.67,8580.02,108.50,18.535,241.47,9.2510,65.05,642.814,3961.86,96.11
2021-06-04,29.4492,58.81,62.26,18.360,178.62,96.511,79.96,1986.03,277.27,487.59,98.33,8510.78,107.41,18.446,240.98,9.3284,64.51,643.988,3977.58,96.20
2021-06-07,29.5150,58.91,62.98,19.160,182.08,98.098,80.72,1982.14,277.75,487.59,99.47,8495.95,107.60,18.545,245.91,9.2939,64.61,644.770,4014.92,95.63
2021-06-08,29.5714,58.31,62.86,19.175,176.84,98.693,79.77,1989.92,268.49,482.04,100.23,8594.85,109.30,18.512,245.91,9.2491,64.21,642.032,4003.13,95.39
2021-06-09,29.4116,58.06,62.06,18.965,176.44,100.181,79.20,2003.54,277.27,476.00,99.76,8619.58,109.30,18.517,243.94,9.0962,63.87,651.615,4032.61,94.91
2021-06-10,29.2707,57.86,62.24,18.795,174.76,101.371,78.53,2017.15,272.88,469.77,99.47,8673.98,110.20,18.375,245.41,9.0104,63.67,652.592,4096.48,93.86
2021-06-11,29.0639,57.73,62.28,18.635,168.73,103.553,78.62,2003.54,273.85,460.41,100.23,8629.47,108.69,18.290,243.94,8.9452,63.28,648.094,4156.41,93.86
